Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point,App Android,App iOS, Assembly District, Congress District,DSNY District, DSNY Section,DSNY Zone,Senate District
Queens,Long Island City-Hunters Point,Smiling Hogshead Ranch,"Pearson Pl & Skillman Ave, Queens, NY 11101",Volunteers at Smiling Hogshead Ranch,Year Round,Every day (Start Time: Dawn - End Time:  Dusk),,smilinghogsheadranch.org,402,26,4000104,,,40.7432328,-73.9431336,108,408,POINT (-73.9431336 40.7432328),,,37,7,QW02,QW023,QW,59
Brooklyn,Bushwick (West),NE St. Nicholas Avenue & Hart Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3044500,,,40.70585648,-73.91865954,83,405,POINT (-73.91865954 40.70585648),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=96,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363788,53,7,BKN04,BKN041,BKN,18
Bronx,Belmont,Fordham Plaza Food Scrap Drop-off,E Fordham Rd between Webster Ave & Third Ave,GrowNYC,Year Round,Fridays (Start Time: 8:00 AM - End Time:  11:30 AM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,206,15,2039700,,,40.8611153,-73.8900366,48,273,POINT (-73.8900366 40.8611153),,,78,15,BX06,BX061,BX,33
Brooklyn,Bensonhurst,Bay Parkway at 86th Street,Near NE corner of Bay Parkway and 86th Street (Off Bay Parkway D Subways station between 85th and 86th Streets),NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,311,47,3029000,,,40.60221,-73.9938325,62,172,POINT (-73.9938325 40.60221),,,47,11,BKS11,BKS113,BKS,17
Manhattan,East Harlem (North),SE Pleasant Avenue & East 116th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1017800,,,40.7948329,-73.93320322,25,187,POINT (-73.93320322 40.7948329),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=190,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363882,68,13,MN11,MN112,MN,29
Bronx,Mount Eden-Claremont (West),New Settlement- 170 Farm Stand,New Settlement Community Center 1501 Jerome Ave.,New Settlement- 170 Farm Stand,July 14th-November 24th,Wednesdays (Start Time: 2:30 PM - End Time:  5:00 PM),"Not accepted: meat, bones, or dairy",http://www.newsettlementcommunitycenter.org/,204,16,2022300,,,40.840005,-73.916636,44,246,POINT (-73.916636 40.840005),,,77,15,BX04,BX043,BX,32
Manhattan,Hamilton Heights-Sugar Hill,Frank White Memorial Garden,"506 West 143rd Street, New York, NY 10031",Brotherhood/Sister Sol,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Garden staff will be available for questions or concerns from 10am-6pm. Not accepted: meat, bones, or dairy",www.brotherhood-sistersol.org,109,7,1022900,,,40.824235,-73.94983,30,27,POINT (-73.94983 40.824235),,,71,13,MN09,MN093,MN,30
Staten Island,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,Grace Foundation,460w Brielle Avenue,Grace Foundation,Year Round,Mondays (Start Time: 9:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",graceofny.org,502,50,5018100,,,40.592723,-74.135113,122,473,POINT (-74.135113 40.592723),,,63,11,SI02,SI023,SI,24
Brooklyn,Flatbush (West)-Ditmas Park-Parkville,Q Gardens,"58 E 18th St, Brooklyn, NY 11226",Q Gardens,Year Round,"Tuesdays, Fridays, Saturdays, and Sundays (Start Time: Tuesday 6pm; Friday - Sunday dawn - End Time:  Tuesday 8pm; Fridays + Saturdays all night; Sundays until 4:00PM)","Not accepted: meat, bones, or dairy",https://qgardenscf.com/places-to-drop-off-your-compost/,314,40,3050600,,,40.649778,-73.963194,70,231,POINT (-73.963194 40.649778),,,42,9,BKS14,BKS141,BKS,21
Queens,North Corona,CLOSED FOR THE SEASON: Malcolm X FSDO,"111-26 Northern Blvd, Flushing, NY 11368",NYC Compost Project Hosted by Big Reuse,Spring - Fall,Tuesdays (Start Time: 12:00 PM - End Time:  2:00 PM),,,403,21,4038100,,,40.75785671,-73.85770325,115,419,POINT (-73.85770325 40.75785671),,,35,14,QW03,QW033,QW,13
Brooklyn,Crown Heights (North),SE Rochester Avenue & St. Johns Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3035701,,,40.67029476,-73.92811507,77,99,POINT (-73.92811507 40.67029476),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=123,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363815,55,9,BKN08,BKN083,BKN,20
Brooklyn,Bushwick (East),NW Knickerbocker Avenue & Palmetto Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3043300,,,40.69656438,-73.91427923,83,362,POINT (-73.91427923 40.69656438),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=89,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363781,53,7,BKN04,BKN042,BKN,18
Manhattan,Harlem (North),SE West 136th Street & Edgecombe Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,1022102,,,40.81773208,-73.94737802,32,40,POINT (-73.94737802 40.81773208),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=184,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363876,70,13,MN10,MN103,MN,30
Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Christ Church Community Compost,326 Clinton Street,Volunteers at Christ Church,Year Round,Sundays & Wednesdays (Start Time: Sundays at 9 am; Wednesdays at 7 pm - End Time:  Sundays at 10 am; Wednesdays at 8 pm),"Not accepted: meat, bones, or dairy",www.christchurchcobblehill.net,306,39,3006700,,,40.68596,-73.99701,76,209,POINT (-73.99701 40.68596),,,52,10,BKS06,BKS062,BKS,26
Brooklyn,Bushwick (East),SW Irving Avenue & Schaefer Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3040900,,,40.6932882,-73.90436713,83,394,POINT (-73.90436713 40.6932882),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=104,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363796,54,7,BKN04,BKN043,BKN,18
Brooklyn,Crown Heights (North),NE Kingston Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3034300,,,40.67303171,-73.94181043,77,98,POINT (-73.94181043 40.67303171),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=134,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363826,43,9,BKN08,BKN082,BKN,20
Bronx,University Heights (South)-Morris Heights,Francis Martin Library,"2150 University Avenue Bronx, NY 10453",,Year Round,Wednesday (Start Time: 12:00 PM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",https://www.nypl.org/locations/francis-martin,205,14,2025100,,,40.8575626,-73.909437,46,259,POINT (-73.909437 40.8575626),,,86,13,BX05,BX051,BX,33
Manhattan,East Village,Tompkins Square Greenmarket,"E 7th St & Avenue A, New York, NY 10009",NYC Compost Project Hosted by LES Ecology Center,Year Round,Sundays (Start Time: 8:00 AM - End Time:  5:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,2,1003200,,,40.725995,-73.983207,9,113,POINT (-73.983207 40.725995),,,74,10,MN03,MN034,MN,27
Brooklyn,Bushwick (West),NE Bushwick Avenue & Suydam Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3039300,,,40.69660505,-73.93099308,83,377,POINT (-73.93099308 40.69660505),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=81,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363773,53,7,BKN04,BKN041,BKN,18
Brooklyn,Bedford-Stuyvesant (East),NE Lewis Avenue & Bainbridge Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3029700,,,40.68065837,-73.93454969,81,145,POINT (-73.93454969 40.68065837),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=27,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363719,56,8,BKN03,BKN034,BKN,25
Manhattan,Manhattanville-West Harlem,St. Mary's Harlem,"521 W 126th St, New York, NY 10027",GrowNYC,Year Round,Fridays (Start Time: 8:30 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",stmarysharlem.org,109,7,1021900,,,40.8149687,-73.9560903,26,177,POINT (-73.9560903 40.8149687),,,70,13,MN09,MN092,MN,30
Manhattan,Washington Heights (North),S/E Corner of Cabrini Blvd and 187th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",http://www.nyc.gov/smartcomposting,112,10,1027300,,,40.8553832,-73.9380217,34,219,POINT (-73.9380217 40.8553832),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=203,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363895,71,13,MN12,MN122,MN,31
Brooklyn,Williamsburg,Domino Park,"15 River Street Brooklyn, NY 11249",Staff at Domino Park,Year Round,"Mondays and Thursdays (Start Time: Mondays, 10:00 AM; Thursdays, 6:00 PM - End Time:  Mondays, 12:00 PM, Thursdays, 8:00 PM)","Not accepted: meat, bones, or dairy",http://www.dominopark.com/,301,33,3055100,,,40.714448,-73.968049,90,130,POINT (-73.968049 40.714448),,,50,7,BKN01,BKN012,BKN,59
Queens,Rockaway Beach-Arverne-Edgemere,Edgemere Farm,"385 Beach 45th St, Far Rockaway, NY 11691",Volunteers at Edgemere Farm,Year Round,"Wednesdays, Thursdays, Fridays, and Saturdays (Start Time: 10:00 AM - End Time:  Wednesday-Friday at 5:00PM; Saturdays at 3:00PM)","Not accepted: meat, bones, or dairy",http://www.edgemerefarm.org/,414,31,4097204,,,40.595012,-73.7765544,101,451,POINT (-73.7765544 40.595012),,,31,5,QE14,QE142,QE,10
Staten Island,Annadale-Huguenot-Prince's Bay-Woodrow,Pleasant Plains,Bloomingdale Rd and Drumgoole Road East,Snug Harbor Youth,Year Round,Mondays (Start Time: 12:00 PM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://snug-harbor.org/,503,51,5022601,,,40.52797,-74.216605,123,441,POINT (-74.216605 40.52797),,,62,11,SI03,SI037,SI,24
Queens,Old Astoria-Hallets Point,SW 21st Street & 30th Drive,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4007900,,,40.76833214,-73.92911855,114,319,POINT (-73.92911855 40.76833214),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=76,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363768,36,14,QW01,QW013,QW,59
Brooklyn,Crown Heights (North),Imani Community Garden,"87-91 Schenectady Ave, Brooklyn, NY 11213",Imani Community Garden,Year Round,Wednesdays and Saturdays (Start Time: Saturdays 11:00AM; Wednesdays 8:00AM - End Time:  Saturdays 1:00PM; Wednesdays 10:00AM),"Not accepted: meat, bones, or dairy",https://www.facebook.com/Imani-Garden-168006109999475/,308,36,3030900,,,40.67623,-73.93295,77,87,POINT (-73.93295 40.67623),,,56,9,BKN08,BKN083,BKN,20
Manhattan,Morningside Heights,SE Amsterdam Avenue & W 113 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1019701,,,40.80473262,-73.96234996,26,182,POINT (-73.96234996 40.80473262),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=173,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363865,69,13,MN09,MN091,MN,30
Queens,Long Island City-Hunters Point,The Connected Chef,49-09 5th Street and 49th Avenue,The Connected Chef,Year Round,Fridays and Saturdays (Start Time: Fridays-8:30AM/Saturdays-9AM - End Time:  Fridays-3:30PM/Saturdays-2PM),"Not accepted: meat, bones, or dairy",,402,26,4000701,,,40.74387,-73.9562,108,409,POINT (-73.9562 40.74387),,,37,7,QW02,QW023,QW,59
Queens,Astoria (East)-Woodside (North),NW Broadway & 51st Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,26,4016300,,,40.75440298,-73.90911363,114,287,POINT (-73.90911363 40.75440298),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=147,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363839,34,7,QW01,QW015,QW,12
Brooklyn,Crown Heights (North),NE Rogers Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3031701,,,40.67459378,-73.95274546,77,72,POINT (-73.95274546 40.67459378),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=138,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363830,43,9,BKN08,BKN082,BKN,20
Brooklyn,Ocean Hill,Phoenix Community Garden,"36 Somers Street, Brooklyn, NY 11233",Phoenix Community Garden,March - November,Saturdays (Start Time: 11:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",https://www.phoenixcommunitygarden.org/,316,41,3037100,,,40.6785,-73.912,73,50,POINT (-73.912 40.6785),,,55,8,BKN16,BKN162,BKN,25
Bronx,Melrose,*CLOSED FOR THE SEASON* Lincoln Hospital Greenmarket,149th St between Park Ave and Morris Ave,GrowNYC,Spring - November 19,Fridays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,201,17,2006500,,,40.817685,-73.924225,40,204,POINT (-73.924225 40.817685),,,84,15,BX01,BX011,BX,29
Staten Island,St. George-New Brighton,NE Layton Avenue & Jersey Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,501,49,5000900,,,40.6413779,-74.08640362,120,458,POINT (-74.08640362 40.6413779),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=158,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363850,61,11,SI01,SI012,SI,23
Bronx,Soundview-Clason Point,NW Seward Avenue & Croes Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,209,18,2002001,,,40.81859325,-73.86818949,43,342,POINT (-73.86818949 40.81859325),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=12,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363704,85,14,BX09,BX091,BX,34
Queens,Old Astoria-Hallets Point,SW 8th Street & 27th Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4008300,,,40.77405482,-73.93176388,114,314,POINT (-73.93176388 40.77405482),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=152,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363844,36,14,QW01,QW013,QW,59
Queens,South Jamaica,Paradise Garden,"107-31 Inwood St, Queens, NY 11435",Paradise Garden,July-December,Fridays (Start Time: 12:00 PM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",,412,28,4019800,,,40.69056,-73.80395,103,446,POINT (-73.80395 40.69056),,,32,5,QE12,QE122,QE,10
Brooklyn,Bushwick (East),NE Bushwick Avenue & Halsey Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3040100,,,40.6870313,-73.91374111,83,387,POINT (-73.91374111 40.6870313),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=74,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363766,54,7,BKN04,BKN043,BKN,18
Manhattan,Financial District-Battery Park City,Battery Park City Authority Rockefeller Park,Lower level downstairs at corner of Chambers St and River Terrace,Battery Park City Authority,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://bpca.ny.gov/nature-and-sustainability/sustainability/,101,1,1031703,,,40.7183877,-74.0148782,1,12,POINT (-74.0148782 40.7183877),,,61,10,MN01,MN013,MN,27
Bronx,Concourse-Concourse Village,New Roots Community Farm,"670 Grand Concourse, The Bronx, NY 10451",GrowNYC,Year Round,Fridays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,204,17,2005902,,,40.82135,-73.92506,44,250,POINT (-73.92506 40.82135),,,84,15,BX04,BX041,BX,29
Queens,Elmhurst,St. James Compost,"86-02 Broadway, Elmhurst, NY 11373",Volunteers at St. James Compost,Year Round,Every day (Start Time: 9:00 AM - End Time:  6:00 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/stjamescompost/,404,25,4047300,,,40.73833,-73.87775,110,227,POINT (-73.87775 40.73833),,,30,6,QW04,QW041,QW,12
Queens,Astoria (East)-Woodside (North),Moore-Jackson Cemetery/Garden,"51st Street between 31st and 32nd Avenue, Woodside, NY 11377",Members at Moore-Jackson Garden,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",https://www.facebook.com/MooreJacksonNYC/,401,26,4029500,,,40.756149,-73.907915,114,282,POINT (-73.907915 40.756149),,,30,7,QW01,QW015,QW,12
Manhattan,Lower East Side,Corlears Hook Park,"397 FDR Dr, New York, NY 10002 (Southeast corner of Cherry Street and Jackson Street)",NYC Compost Project Hosted by LES Ecology Center,Year Round,Thursdays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,2,1000202,,,40.712164,-73.980547,7,118,POINT (-73.980547 40.712164),,,65,10,MN03,MN031,MN,27
